0|340|422|0|0|0|3000|720|1280
1|340|422|0|0|0|3000|720|1280
0|173|780|0|0|0|5000|720|1280
1|173|780|0|0|0|5000|720|1280
0|340|422|0|0|0|7000|720|1280
1|340|422|0|0|0|7000|720|1280
0|438|1122|0|0|0|9000|720|1280
1|438|1122|0|0|0|9000|720|1280
0|362|355|0|0|0|12000|720|1280
1|362|355|0|0|0|12000|720|1280
0|438|1122|0|0|0|14500|720|1280
1|438|1122|0|0|0|14500|720|1280
0|362|704|0|0|0|16000|720|1280
1|362|704|0|0|0|16000|720|1280
0|362|704|0|0|0|17000|720|1280
1|362|704|0|0|0|17000|720|1280
0|362|704|0|0|0|18000|720|1280
1|362|704|0|0|0|18000|720|1280
0|362|704|0|0|0|19000|720|1280
1|362|704|0|0|0|19000|720|1280
0|362|704|0|0|0|20000|720|1280
1|362|704|0|0|0|20000|720|1280
0|362|704|0|0|0|21000|720|1280
1|362|704|0|0|0|21000|720|1280
0|362|704|0|0|0|22000|720|1280
1|362|704|0|0|0|22000|720|1280
0|362|704|0|0|0|23000|720|1280
1|362|704|0|0|0|23000|720|1280
0|362|704|0|0|0|24000|720|1280
1|362|704|0|0|0|24000|720|1280
0|362|704|0|0|0|25000|720|1280
1|362|704|0|0|0|25000|720|1280
0|362|704|0|0|0|26000|720|1280
1|362|704|0|0|0|26000|720|1280
0|362|704|0|0|0|27000|720|1280
1|362|704|0|0|0|27000|720|1280
0|362|704|0|0|0|29000|720|1280
1|362|704|0|0|0|29000|720|1280
0|362|704|0|0|0|30000|720|1280
1|362|704|0|0|0|30000|720|1280
0|362|704|0|0|0|40000|720|1280
1|362|704|0|0|0|40000|720|1280
0|362|704|0|0|0|45000|720|1280
1|362|704|0|0|0|45000|720|1280
0|362|704|0|0|0|50000|720|1280
1|362|704|0|0|0|50000|720|1280
0|362|704|0|0|0|55000|720|1280
1|362|704|0|0|0|55000|720|1280
0|347|1265|0|0|0|58434|720|1280
1|347|1265|0|0|0|58531|720|1280
0|347|1265|0|0|0|59189|720|1280
1|347|1265|0|0|0|59275|720|1280
0|55|1244|0|0|0|61884|720|1280
1|55|1244|0|0|0|61884|720|1280
0|660|124|0|0|0|62453|720|1280
1|660|124|0|0|0|62453|720|1280
0|55|1244|0|0|0|62867|720|1280
1|55|1244|0|0|0|62869|720|1280
0|660|124|0|0|0|63436|720|1280
1|660|124|0|0|0|63438|720|1280
0|55|1244|0|0|0|63852|720|1280
1|55|1244|0|0|0|63854|720|1280
0|660|124|0|0|0|64422|720|1280
1|660|124|0|0|0|64422|720|1280
0|55|1244|0|0|0|64836|720|1280
1|55|1244|0|0|0|64836|720|1280
0|660|124|0|0|0|65404|720|1280
1|660|124|0|0|0|65406|720|1280
0|55|1244|0|0|0|65820|720|1280
1|55|1244|0|0|0|65820|720|1280
0|660|124|0|0|0|66389|720|1280
1|660|124|0|0|0|66389|720|1280
0|55|1244|0|0|0|66803|720|1280
1|55|1244|0|0|0|66804|720|1280
0|660|124|0|0|0|67372|720|1280
1|660|124|0|0|0|67374|720|1280
0|55|1244|0|0|0|67788|720|1280
1|55|1244|0|0|0|67790|720|1280
0|660|124|0|0|0|68357|720|1280
1|660|124|0|0|0|68359|720|1280
0|55|1244|0|0|0|68773|720|1280
1|55|1244|0|0|0|68773|720|1280
0|660|124|0|0|0|69341|720|1280
1|660|124|0|0|0|69343|720|1280
0|55|1244|0|0|0|69757|720|1280
1|55|1244|0|0|0|69757|720|1280
0|660|124|0|0|0|70325|720|1280
1|660|124|0|0|0|70327|720|1280
0|55|1244|0|0|0|70741|720|1280
1|55|1244|0|0|0|70743|720|1280
0|660|124|0|0|0|71310|720|1280
1|660|124|0|0|0|71312|720|1280
0|55|1244|0|0|0|71726|720|1280
1|55|1244|0|0|0|71727|720|1280
0|660|124|0|0|0|72296|720|1280
1|660|124|0|0|0|72296|720|1280
0|55|1244|0|0|0|72710|720|1280
1|55|1244|0|0|0|72710|720|1280
0|660|124|0|0|0|73278|720|1280
1|660|124|0|0|0|73280|720|1280
0|55|1244|0|0|0|73693|720|1280
1|55|1244|0|0|0|73694|720|1280
0|660|124|0|0|0|74263|720|1280
1|660|124|0|0|0|74263|720|1280
0|55|1244|0|0|0|74677|720|1280
1|55|1244|0|0|0|74677|720|1280
0|660|124|0|0|0|75245|720|1280
1|660|124|0|0|0|75247|720|1280
0|55|1244|0|0|0|75661|720|1280
1|55|1244|0|0|0|75663|720|1280
0|660|124|0|0|0|76230|720|1280
1|660|124|0|0|0|76231|720|1280
0|55|1244|0|0|0|76646|720|1280
1|55|1244|0|0|0|76648|720|1280
0|660|124|0|0|0|77215|720|1280
1|660|124|0|0|0|77216|720|1280
0|55|1244|0|0|0|77631|720|1280
1|55|1244|0|0|0|77631|720|1280
0|660|124|0|0|0|78200|720|1280
1|660|124|0|0|0|78200|720|1280
0|55|1244|0|0|0|78614|720|1280
1|55|1244|0|0|0|78616|720|1280
0|660|124|0|0|0|79183|720|1280
1|660|124|0|0|0|79185|720|1280
0|55|1244|0|0|0|79599|720|1280
1|55|1244|0|0|0|79601|720|1280
0|660|124|0|0|0|80168|720|1280
1|660|124|0|0|0|80170|720|1280
0|55|1244|0|0|0|80584|720|1280
1|55|1244|0|0|0|80584|720|1280
0|660|124|0|0|0|81152|720|1280
1|660|124|0|0|0|81154|720|1280
0|55|1244|0|0|0|81568|720|1280
1|55|1244|0|0|0|81569|720|1280
0|660|124|0|0|0|82137|720|1280
1|660|124|0|0|0|82139|720|1280
0|55|1244|0|0|0|82552|720|1280
1|55|1244|0|0|0|82554|720|1280
0|660|124|0|0|0|83122|720|1280
1|660|124|0|0|0|83122|720|1280
0|55|1244|0|0|0|83536|720|1280
1|55|1244|0|0|0|83536|720|1280
0|660|124|0|0|0|84105|720|1280
1|660|124|0|0|0|84105|720|1280
0|55|1244|0|0|0|84519|720|1280
1|55|1244|0|0|0|84520|720|1280
0|660|124|0|0|0|85087|720|1280
1|660|124|0|0|0|85089|720|1280
0|55|1244|0|0|0|85503|720|1280
1|55|1244|0|0|0|85504|720|1280
0|660|124|0|0|0|86072|720|1280
1|660|124|0|0|0|86072|720|1280
0|55|1244|0|0|0|86485|720|1280
1|55|1244|0|0|0|86487|720|1280
0|660|124|0|0|0|87055|720|1280
1|660|124|0|0|0|87055|720|1280
0|55|1244|0|0|0|87469|720|1280
1|55|1244|0|0|0|87470|720|1280
0|660|124|0|0|0|88038|720|1280
1|660|124|0|0|0|88038|720|1280
0|55|1244|0|0|0|88452|720|1280
1|55|1244|0|0|0|88454|720|1280
0|660|124|0|0|0|89021|720|1280
1|660|124|0|0|0|89023|720|1280
0|55|1244|0|0|0|89437|720|1280
1|55|1244|0|0|0|89438|720|1280
